,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series
<<<<<<< HEAD
0,02/01/2023,164.07,164.94,164.07,164.47,122958.0,1582558.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,164470.0,164.47,161.25,1.2659087644774858,4436.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,,0.0,0.0,164.47,164.47,0.0,0.0,0.0,,3.75,,,1.6447,1644.7,0.77,1266.419,1432.0666052000001,125000.0,87.28644292528747,,0.0,,,,,
1,03/01/2023,164.39,164.52,162.99,163.21,833312.0,1597333.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163210.0,163.21,159.96,1.2579364053802196,4437.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.007660971605763955,-1.259999999999991,1.587599999999977,164.32176470588234,164.43123076923078,-0.10946606334843523,1.587599999999977,1.259999999999991,-0.0868778280543143,3.75,-0.3257918552036786,-0.3257918552036786,1.6321,1632.1000000000001,0.77,1256.717,1421.0955836,125000.0,87.96030431911053,-2.8656750728403164,-3.0,0.0,-3.0,0.3257918552036786,3.992302618760607e-05,3.992302618760607e-05
2,04/01/2023,163.46,163.62,163.1,163.19,655358.0,1622321.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163190.0,163.19,159.96,1.2259216940656943,4438.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.00012254151093693544,-0.020000000000010232,0.00040000000000040925,164.188615916955,164.39303905325445,-0.20442313629945374,1.5018054054053835,1.225481703415185,-0.16681043521887373,3.75,-0.6255391320707765,-0.6255391320707765,1.6319,1631.8999999999999,0.75,1223.925,1384.01439,125000.0,90.31698001348093,-5.649680528888653,-6.0,-3.0,-3.0,0.6255391320707765,-0.001341618335834131,-0.001301695309646525
3,05/01/2023,163.51,163.74,162.81,163.54,1019510.0,1645574.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163540.0,163.54,160.29,1.1354981285677626,4439.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.00214473926098413,0.3499999999999943,0.12249999999999601,164.11230816201913,164.3667916977697,-0.25448353575058036,1.427248356464552,1.1946750003513724,-0.21301486653335241,3.75,-0.7988057495000715,-0.7988057495000715,1.6354,1635.3999999999999,0.69,1128.426,1276.0241208,125000.0,97.96053065331678,-7.825143510994745,-8.0,-6.0,-2.0,0.7988057495000715,0.0034191269698547423,0.0021174316602082174
4,06/01/2023,163.64,163.67,162.67,162.84,636677.0,1662473.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162840.0,162.84,159.62,1.075610214396562,4440.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0042802983979454146,-0.6999999999999886,0.48999999999998406,163.9626248488404,164.31981349168447,-0.35718864284407914,1.3765862831421427,1.173280138390718,-0.30443594087768533,3.75,-1.14163477829132,-1.14163477829132,1.6284,1628.4,0.66,1074.7440000000001,1215.3205152000003,125000.0,102.85352582847601,-11.742116215567277,-12.0,-8.0,-4.0,1.14163477829132,-0.0007711853697620233,0.0013462462904461942
5,09/01/2023,162.7,163.33,162.47,162.95,599720.0,1691151.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162950.0,162.95,159.76,1.0557821744947593,4441.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0006755097027757451,0.10999999999998522,0.012099999999996749,163.8434925136827,164.27766538424802,-0.4341728705653338,1.3028302678371617,1.141415904846766,-0.380380953797574,3.75,-1.4264285767409024,-1.4264285767409024,1.6295,1629.5,0.65,1059.175,1197.71509,125000.0,104.36538793211665,-14.88697717690213,-15.0,-12.0,-3.0,1.4264285767409024,-0.0014881427311811814,-0.00014189644073498721
6,10/01/2023,163.14,163.36,162.92,163.12,617957.0,1688904.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163120.0,163.12,159.93,1.0048797606252258,4442.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.001043264805155042,0.17000000000001592,0.02890000000000541,163.75837574736707,164.24204491088653,-0.48366916351946543,1.2339691722783965,1.110841650406752,-0.43540783994042936,3.75,-1.63277939977661,-1.63277939977661,1.6312,1631.2,0.62,1011.344,1143.6277952,125000.0,109.3012958627328,-17.846490425355853,-18.0,-15.0,-3.0,1.63277939977661,-0.003603485678761214,-0.0037453821194962014
7,11/01/2023,163.16,163.98,163.04,163.48,906802.0,1701820.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163480.0,163.48,160.31,0.9783544006719682,4443.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.002206964198136152,0.3599999999999852,0.12959999999998936,163.7256256594415,164.21859737516695,-0.49297171572544585,1.1742735413444285,1.0836390272338978,-0.454922444961961,3.75,-1.7059591686073536,-1.7059591686073536,1.6348,1634.8,0.6,980.8799999999999,1109.1791039999998,125000.0,112.69595645032997,-19.225470017141546,-19.0,-18.0,-1.0,1.7059591686073536,-0.0042784637822914,-0.008023845901787601
8,12/01/2023,163.86,164.19,163.52,163.89,821923.0,1700349.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163890.0,163.89,160.74,0.9101496213888124,4444.0,0.002,0.25,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0025079520430633107,0.4099999999999966,0.1680999999999972,163.74496381715426,164.20848668670027,-0.4635228695460114,1.1198857823528376,1.0582465602839621,-0.43801027751191846,3.75,-1.6425385406696942,-1.6425385406696942,1.6388999999999998,1638.8999999999999,0.56,917.784,1037.8301472,125000.0,120.44360085052654,-19.7833256374027,-20.0,-19.0,-1.0,1.6425385406696942,0.0048106565350018084,-0.0032131893667857927
